species,nombre_normalizado,habito_raw,forma,estatus,es_sinonimo,aceptado,forma_inconsistente
Arjona rigida,arjona rigida,Hierba,herbacea,nativa,True,Arjona patagonica,False
Arjona ruscifolia,arjona ruscifolia,Hierba,herbacea,nativa,True,Arjona patagonica,False
Arjona apressa,arjona apressa,Hierba,herbacea,nativa,True,Arjona tuberosa,False
Arjona pungens,arjona pungens,Hierba,herbacea,nativa,True,Arjona tuberosa,False
Scrophularia meridionalis,scrophularia meridionalis,Hierba,herbacea,nativa,True,Alonsoa meridionalis,False
Alonsoa urticifolia,alonsoa urticifolia,Hierba,herbacea,nativa,True,Alonsoa meridionalis,False
Alonsoa incisifolia,alonsoa incisifolia,Hierba,herbacea,nativa,True,Alonsoa meridionalis,False
Quichamalium procumbens,quichamalium procumbens,Hierba,herbacea,nativa,True,Quinchamalium chilense,False
Quinchamalium gracile,quinchamalium gracile,Hierba,herbacea,nativa,True,Quinchamalium chilense,False
Quinchamalium majus,quinchamalium majus,Hierba,herbacea,nativa,True,Quinchamalium chilense,False
Quinchamalium ericoides,quinchamalium ericoides,Hierba,herbacea,nativa,True,Quinchamalium chilense,False
Quinchamalium elegans,quinchamalium elegans,Hierba,herbacea,nativa,True,Quinchamalium chilense,False
Quinchamalium brevifolium,quinchamalium brevifolium,Hierba,herbacea,nativa,True,Quinchamalium chilense,False
Quinchamalium andinum,quinchamalium andinum,Hierba,herbacea,nativa,True,Quinchamalium chilense,False
Quinchamalium platense,quinchamalium platense,Hierba,herbacea,nativa,True,Quinchamalium chilense,False
Quinchamalium excrescens,quinchamalium excrescens,Hierba,herbacea,nativa,True,Quinchamalium chilense,False
Quinchamalium purpureum,quinchamalium purpureum,Hierba,herbacea,nativa,True,Quinchamalium chilense,False
Quinchamalium linarioides,quinchamalium linarioides,Hierba,herbacea,nativa,True,Quinchamalium chilense,False
Quinchamalium berteroanum,quinchamalium berteroanum,Hierba,herbacea,nativa,True,Quinchamalium chilense,False
Quinchamalium bracteosum,quinchamalium bracteosum,Hierba,herbacea,nativa,True,Quinchamalium chilense,False
Quinchamalium carnosum,quinchamalium carnosum,Hierba,herbacea,nativa,True,Quinchamalium chilense,False
Quinchamalium parviflorum,quinchamalium parviflorum,Hierba,herbacea,nativa,True,Quinchamalium chilense,False
Quinchamalium thesioides,quinchamalium thesioides,Hierba,herbacea,nativa,True,Quinchamalium chilense,False
Quinchamalium minutum,quinchamalium minutum,Hierba,herbacea,nativa,True,Quinchamalium chilense,False
Quinchamalium rugosum,quinchamalium rugosum,Hierba,herbacea,nativa,True,Quinchamalium chilense,False
Quinchamalium litorale,quinchamalium litorale,Hierba,herbacea,nativa,True,Quinchamalium chilense,False
Quinchamalium tarapacanum,quinchamalium tarapacanum,Hierba,herbacea,nativa,True,Quinchamalium chilense,False
Quinchamalium araucanum,quinchamalium araucanum,Hierba,herbacea,nativa,True,Quinchamalium chilense,False
Buddleja capitata,buddleja capitata,Arbusto,lenosa,nativa,True,Buddleja globosa,False
Buddleja connata,buddleja connata,Arbusto,lenosa,nativa,True,Buddleja globosa,False
Buddleja gayana,buddleja gayana,Arbusto,lenosa,endemica,True,Buddleja suaveolens,False
Benthamiella aurea,benthamiella aurea,Subarbusto,lenosa,nativa,True,Benthamiella patagonica,False
Benthamiella intermedia,benthamiella intermedia,Subarbusto,lenosa,nativa,True,Benthamiella patagonica,False
Benthamiella abietina,benthamiella abietina,Subarbusto,lenosa,nativa,True,Benthamiella patagonica,False
Nicotiana parviflora,nicotiana parviflora,Hierba,herbacea,nativa,True,Calibrachoa parviflora,False
Petunia parviflora,petunia parviflora,Hierba,herbacea,nativa,True,Calibrachoa parviflora,False
Cestrum campestre,cestrum campestre,Arbusto,lenosa,nativa,True,Cestrum parqui,False
Cestrum virgatum,cestrum virgatum,Arbusto,lenosa,nativa,True,Cestrum parqui,False
Saccardophyton azorella,saccardophyton azorella,Subarbusto,lenosa,nativa,True,Benthamiella azorella,False
Nicotiana minima,nicotiana minima,Hierba,herbacea,endemica,True,Combera minima,False
Petunia minima,petunia minima,Hierba,herbacea,endemica,True,Combera minima,False
Fabiana clarenii,fabiana clarenii,Arbusto,lenosa,nativa,True,Fabiana densa,False
Dunalia lycioides,dunalia lycioides,Arbusto,lenosa,nativa,True,Dunalia spinosa,False
Atropa spinosa,atropa spinosa,Arbusto,lenosa,nativa,True,Dunalia spinosa,False
Dierbachia lyciodes,dierbachia lyciodes,Arbusto,lenosa,nativa,True,Dunalia spinosa,False
Cacabus flavus,cacabus flavus,Hierba,herbacea,nativa,True,Exodeconus flavus,False
Cacabus integrifolius,cacabus integrifolius,Hierba,herbacea,nativa,True,Exodeconus integrifolius,False
Cacabus pusillus,cacabus pusillus,Hierba,herbacea,nativa,True,Exodeconus pusillus,False
Fabiana araucana,fabiana araucana,Arbusto,lenosa,nativa,True,Fabiana imbricata,False
Fabiana biflora,fabiana biflora,Arbusto,lenosa,nativa,True,Fabiana imbricata,False
Fabiana lutescens,fabiana lutescens,Arbusto,lenosa,nativa,True,Fabiana imbricata,False
Fabiana deserticola,fabiana deserticola,Arbusto,lenosa,endemica,True,Fabiana ramulosa,False
Fabiana coridifolia,fabiana coridifolia,Arbusto,lenosa,endemica,True,Fabiana viscosa,False
Fabiana ericoides,fabiana ericoides,Arbusto,lenosa,endemica,True,Fabiana viscosa,False
Fabiana barriosi,fabiana barriosi,Arbusto,lenosa,endemica,True,Fabiana viscosa,False
Lonchestigma caulescens,lonchestigma caulescens,Hierba,herbacea,nativa,True,Jaborosa caulescens,False
Jaborosa bipinnatifida,jaborosa bipinnatifida,Hierba,herbacea,nativa,True,Jaborosa caulescens,False
Lonchestigma bipinnatifidum,lonchestigma bipinnatifidum,Hierba,herbacea,nativa,True,Jaborosa caulescens,False
Trechonaetes bipinnatifida,trechonaetes bipinnatifida,Hierba,herbacea,nativa,True,Jaborosa caulescens,False
Dorystigma caulescens,dorystigma caulescens,Hierba,herbacea,nativa,True,Jaborosa caulescens,False
Trechonaetes laciniata,trechonaetes laciniata,Hierba,herbacea,nativa,True,Jaborosa laciniata,False
Trechonaetes bridgesii,trechonaetes bridgesii,Hierba,herbacea,nativa,True,Jaborosa laciniata,False
Himeranthus magellanicus,himeranthus magellanicus,Hierba,herbacea,nativa,True,Jaborosa magellanica,False
Jaborosa araucana,jaborosa araucana,Hierba,herbacea,nativa,True,Jaborosa reflexa,False
Dorystigma squarrosum,dorystigma squarrosum,Hierba,herbacea,nativa,True,Jaborosa squarrosa,False
Lonchestigma squarrosum,lonchestigma squarrosum,Hierba,herbacea,nativa,True,Jaborosa squarrosa,False
Dolichosiphon volkmanni,dolichosiphon volkmanni,Hierba,herbacea,nativa,True,Jaborosa volkmannii,False
Lycioplesium pubiflorum,lycioplesium pubiflorum,Arbusto o árbol pequeño,lenosa,endemica,True,Latua pubiflora,False
Latua venenosa,latua venenosa,Arbusto o árbol pequeño,lenosa,endemica,True,Latua pubiflora,False
Trechonaetes parviflora,trechonaetes parviflora,Hierba,herbacea,nativa,True,Jaborosa parviflora,False
Lonchestigma parviflorum,lonchestigma parviflorum,Hierba,herbacea,nativa,True,Jaborosa parviflora,False
Jaborosa crispa,jaborosa crispa,Hierba,herbacea,nativa,True,Jaborosa parviflora,False
Trechonaetes machucana,trechonaetes machucana,Hierba,herbacea,nativa,True,Jaborosa parviflora,False
Phrodus bridgesii,phrodus bridgesii,Arbusto,lenosa,endemica,True,Lycium bridgesii,False
Phrodus microphyllus,phrodus microphyllus,Arbusto,lenosa,endemica,True,Lycium bridgesii,False
Phrodus pendulus,phrodus pendulus,Arbusto,lenosa,endemica,True,Lycium bridgesii,False
Alona microphylla,alona microphylla,Arbusto,lenosa,endemica,True,Lycium bridgesii,False
Phrodus nodosus,phrodus nodosus,Arbusto,lenosa,endemica,True,Lycium bridgesii,False
Phrodus thymifolius,phrodus thymifolius,Arbusto,lenosa,endemica,True,Lycium bridgesii,False
Lycium scoparium,lycium scoparium,Arbusto,lenosa,nativa,True,Lycium chilense,False
Lycium salsum,lycium salsum,Arbusto,lenosa,nativa,True,Lycium chilense,False
Lycium filifolium,lycium filifolium,Arbusto,lenosa,nativa,True,Lycium chilense,False
Lycium vergarae,lycium vergarae,Arbusto,lenosa,nativa,True,Lycium chilense,False
Lycium sessiliflorum,lycium sessiliflorum,Arbusto,lenosa,endemica,True,Lycium chilense,False
Lycium rhadinum,lycium rhadinum,Arbusto,lenosa,endemica,True,Lycium chilense,False
Lycium gracile,lycium gracile,Arbusto,lenosa,endemica,True,Lycium chilense,False
Lycium venosum,lycium venosum,Arbusto,lenosa,endemica,True,Lycium chilense,False
Grabowskia disticha,grabowskia disticha,Arbusto,lenosa,nativa,True,Lycium distichum,False
Lycium biesei,lycium biesei,Arbusto,lenosa,nativa,True,Lycium leiostemum,False
Lycium implexum,lycium implexum,Arbusto,lenosa,endemica,True,Lycium minutifolium,False
Lycium horridum,lycium horridum,Arbusto,lenosa,endemica,True,Lycium minutifolium,False
Lycium rhudolphi,lycium rhudolphi,Arbusto,lenosa,endemica,True,Lycium minutifolium,False
Lycium fragosum,lycium fragosum,Arbusto,lenosa,nativa,True,Lycium stenophyllum,False
Lycium ovalilobum,lycium ovalilobum,Arbusto,lenosa,nativa,True,Lycium tenuispinosum,False
Atropa physalodes,atropa physalodes,Hierba,herbacea,nativa,True,Nicandra physalodes,False
Nicotiana angustifolia,nicotiana angustifolia,Hierba,herbacea,endemica,True,Nicotiana acuminata,False
Nicotiana heterophylla,nicotiana heterophylla,Hierba,herbacea,endemica,True,Nicotiana acuminata,False
Nicotiana multiflora,nicotiana multiflora,Hierba,herbacea,endemica,True,Nicotiana acuminata,False
Nicotiana monticola,nicotiana monticola,Hierba,herbacea,nativa,True,Nicotiana corymbosa,False
Nicotiana scapigera,nicotiana scapigera,Hierba,herbacea,nativa,True,Nicotiana corymbosa,False
Nicotiana oulophylla,nicotiana oulophylla,Hierba,herbacea,nativa,True,Nicotiana corymbosa,False
Petunia acuminata,petunia acuminata,Hierba,herbacea,nativa,True,Nicotiana acuminata,False
Nicotiana longiflora,nicotiana longiflora,Hierba,herbacea,nativa,True,Nicotiana acuminata,False
Nicotiana uspallatensis,nicotiana uspallatensis,Hierba,herbacea,nativa,True,Nicotiana acuminata,False
Nicotiana oligantha,nicotiana oligantha,Hierba,herbacea,nativa,True,Nicotiana acuminata,False
Nicotiana copiapina,nicotiana copiapina,Hierba,herbacea,nativa,True,Nicotiana acuminata,False
Nicotiana modesta,nicotiana modesta,Hierba,herbacea,nativa,True,Nicotiana acuminata,False
Nicotiana frigida,nicotiana frigida,Hierba,herbacea,nativa,True,Nicotiana longibracteata,False
Nicotiana floribunda,nicotiana floribunda,Hierba,herbacea,endemica,True,Nicotiana miersii,False
Nicotiana lychnoides,nicotiana lychnoides,Hierba,herbacea,endemica,True,Nicotiana miersii,False
Waddingtonia floribunda,waddingtonia floribunda,Hierba,herbacea,endemica,True,Nicotiana miersii,False
Nicotiana collae,nicotiana collae,Hierba,herbacea,endemica,True,Nicotiana miersii,False
Nicotiana coquimbana,nicotiana coquimbana,Hierba,herbacea,endemica,True,Nicotiana miersii,False
Nicotiana noctiflora,nicotiana noctiflora,Hierba,herbacea,nativa,True,Nicotiana paa,False
Nicotiana cavanillesii,nicotiana cavanillesii,Hierba,herbacea,nativa,True,Nicotiana paa,False
Nicotiana caudigera,nicotiana caudigera,Hierba,herbacea,endemica,True,Nicotiana pauciflora,False
Fabiana petunioides,fabiana petunioides,Hierba,herbacea,nativa,True,Nicotiana petunioides,False
Nicotiana pampasana,nicotiana pampasana,Hierba,herbacea,nativa,True,Nicotiana petunioides,False
Nicotiana philippii,nicotiana philippii,Hierba,herbacea,nativa,True,Nicotiana petunioides,False
Nicotiana chilensis,nicotiana chilensis,Hierba,herbacea,nativa,True,Nicotiana undulata,False
Nicotiana brachysolen,nicotiana brachysolen,Hierba,herbacea,nativa,True,Nicotiana undulata,False
Sorema lanceolata,sorema lanceolata,Hierba,herbacea,endemica,True,Nolana acuminata,False
Sorema acuminata,sorema acuminata,Hierba,herbacea,endemica,True,Nolana acuminata,False
Sorema longifolia,sorema longifolia,Hierba,herbacea,endemica,True,Nolana acuminata,False
Nolana lanceolata,nolana lanceolata,Hierba,herbacea,endemica,True,Nolana acuminata,False
Nolana angustifolia,nolana angustifolia,Hierba,herbacea,endemica,True,Nolana acuminata,False
Nolana navarri,nolana navarri,Hierba,herbacea,endemica,True,Nolana acuminata,False
Nolana rupestris,nolana rupestris,Hierba,herbacea,endemica,True,Nolana acuminata,False
Tula adansonii,tula adansonii,Hierba,herbacea,nativa,True,Nolana adansonii,False
Dolia albescens,dolia albescens,Arbusto,lenosa,endemica,True,Nolana albescens,False
Bargemontia albescens,bargemontia albescens,Arbusto,lenosa,endemica,True,Nolana albescens,False
Nicotiana breviloba,nicotiana breviloba,Subarbusto,lenosa,endemica,True,Nicotiana solanifolia,False
Nicotiana cardiophylla,nicotiana cardiophylla,Subarbusto,lenosa,endemica,True,Nicotiana solanifolia,False
Leloutrea aplocaryoides,leloutrea aplocaryoides,Hierba,herbacea,introducida,True,Nicotiana tabacum,False
Bargemontia aplocaryoides,bargemontia aplocaryoides,Hierba,herbacea,introducida,True,Nicotiana tabacum,False
Alona pusilla,alona pusilla,Hierba,herbacea,introducida,True,Nicotiana tabacum,False
Alona baccata,alona baccata,Hierba,herbacea,endemica,True,Nolana baccata,False
Sorema linearis,sorema linearis,Hierba,herbacea,endemica,True,Nolana baccata,False
Gubleria baccata,gubleria baccata,Hierba,herbacea,endemica,True,Nolana baccata,False
Nolana linearis,nolana linearis,Hierba,herbacea,endemica,True,Nolana baccata,False
Nolana stans,nolana stans,Hierba,herbacea,endemica,True,Nolana baccata,False
Nolana carrera,nolana carrera,Hierba,herbacea,endemica,True,Nolana baccata,False
Nolana leucantha,nolana leucantha,Hierba,herbacea,endemica,True,Nolana baccata,False
Periloba stans,periloba stans,Hierba,herbacea,endemica,True,Nolana baccata,False
Nolana alba,nolana alba,Hierba,herbacea,endemica,True,Nolana baccata,False
Alona balsamiflua,alona balsamiflua,Subarbusto,lenosa,endemica,True,Nolana balsamiflua,False
Alona carnosa,alona carnosa,Subarbusto,lenosa,endemica,True,Nolana carnosa,False
Nolana rostrata,nolana rostrata,Subarbusto,lenosa,endemica,True,Nolana carnosa,False
Alona vernicosa,alona vernicosa,Subarbusto,lenosa,endemica,True,Nolana carnosa,False
Alona sedifolia,alona sedifolia,Subarbusto,lenosa,endemica,True,Nolana carnosa,False
Osteocarpus lepidophyllus,osteocarpus lepidophyllus,Subarbusto,lenosa,endemica,True,Nolana carnosa,False
Alona lepidophylla,alona lepidophylla,Subarbusto,lenosa,endemica,True,Nolana carnosa,False
Bargemontia clivicola,bargemontia clivicola,Arbusto,lenosa,endemica,True,Nolana clivicola,False
Alona coelestis,alona coelestis,Subarbusto,lenosa,endemica,True,Nolana coelestis,False
Alona ericifolia,alona ericifolia,Subarbusto,lenosa,endemica,True,Nolana coelestis,False
Nolana ericifolia,nolana ericifolia,Subarbusto,lenosa,endemica,True,Nolana coelestis,False
Alona floribunda,alona floribunda,Subarbusto,lenosa,endemica,True,Nolana coelestis,False
Alona tomentosa,alona tomentosa,Arbusto o subarbusto,lenosa,endemica,True,Nolana crassulifolia,False
Alibrexia rupicola,alibrexia rupicola,Arbusto o subarbusto,lenosa,endemica,True,Nolana crassulifolia,False
Nolana grossulifolia,nolana grossulifolia,Arbusto o subarbusto,lenosa,endemica,True,Nolana crassulifolia,False
Dolia clavata,dolia clavata,Arbusto o subarbusto,lenosa,endemica,True,Nolana crassulifolia,False
Alona micrantha,alona micrantha,Arbusto o subarbusto,lenosa,endemica,True,Nolana crassulifolia,False
Dolia tomentosa,dolia tomentosa,Arbusto o subarbusto,lenosa,endemica,True,Nolana crassulifolia,False
Dolia rupicola,dolia rupicola,Arbusto o subarbusto,lenosa,endemica,True,Nolana crassulifolia,False
Dolia canescens,dolia canescens,Arbusto o subarbusto,lenosa,endemica,True,Nolana crassulifolia,False
Dolia eremobia,dolia eremobia,Arbusto o subarbusto,lenosa,endemica,True,Nolana crassulifolia,False
Dolia crassifolia,dolia crassifolia,Arbusto o subarbusto,lenosa,endemica,True,Nolana crassulifolia,False
Bargemontia crassulifolia,bargemontia crassulifolia,Arbusto o subarbusto,lenosa,endemica,True,Nolana crassulifolia,False
Bargemontia micrantha,bargemontia micrantha,Arbusto o subarbusto,lenosa,endemica,True,Nolana crassulifolia,False
Bargemontia eremobia,bargemontia eremobia,Arbusto o subarbusto,lenosa,endemica,True,Nolana crassulifolia,False
Dolia philippi,dolia philippi,Arbusto o subarbusto,lenosa,endemica,True,Nolana crassulifolia,False
Dolia atacamensis,dolia atacamensis,Arbusto o subarbusto,lenosa,endemica,True,Nolana crassulifolia,False
Alibrexia philipii,alibrexia philipii,Arbusto o subarbusto,lenosa,endemica,True,Nolana crassulifolia,False
Bargemontia deflexa,bargemontia deflexa,Arbusto,lenosa,endemica,True,Nolana deflexa,False
Aplocarya divaricata,aplocarya divaricata,Subarbusto,lenosa,endemica,True,Nolana divaricata,False
Alona xerophila,alona xerophila,Subarbusto,lenosa,endemica,True,Nolana divaricata,False
Dolia divaricata,dolia divaricata,Subarbusto,lenosa,endemica,True,Nolana divaricata,False
Alona rigida,alona rigida,Subarbusto,lenosa,endemica,True,Nolana divaricata,False
Dolia puberula,dolia puberula,Subarbusto,lenosa,endemica,True,Nolana divaricata,False
Dolia hirsutula,dolia hirsutula,Subarbusto,lenosa,endemica,True,Nolana divaricata,False
Bargemontia divaricata,bargemontia divaricata,Subarbusto,lenosa,endemica,True,Nolana divaricata,False
Bargemontia clavata,bargemontia clavata,Subarbusto,lenosa,endemica,True,Nolana divaricata,False
Osteocarpus clavatus,osteocarpus clavatus,Subarbusto,lenosa,endemica,True,Nolana divaricata,False
Sorema elegans,sorema elegans,Hierba,herbacea,endemica,True,Nolana elegans,False
Alona filifolia,alona filifolia,Subarbusto,lenosa,endemica,True,Nolana filifolia,False
Convolvulus filifolius,convolvulus filifolius,Subarbusto,lenosa,endemica,True,Nolana filifolia,False
Nolana chastenayana,nolana chastenayana,Subarbusto,lenosa,endemica,True,Nolana filifolia,False
Alona glandulosa,alona glandulosa,Subarbusto,lenosa,endemica,True,Nolana filifolia,False
Ipomoea cruckshanskii,ipomoea cruckshanskii,Subarbusto,lenosa,endemica,True,Nolana filifolia,False
Fabiana grandiflora,fabiana grandiflora,Subarbusto,lenosa,endemica,True,Nolana filifolia,False
Nolana glandulosa,nolana glandulosa,Subarbusto,lenosa,endemica,True,Nolana filifolia,False
Osteocarpus foliolosus,osteocarpus foliolosus,Subarbusto,lenosa,endemica,True,Nolana filifolia,False
